Reporting Date,Deal Name,Deal ID,Rate,% SCYLLA Impressions,Impressions,Gross Revenue,eCPM,Bid Requests,Valid Bid Responses,Bid Responses,Response Rate,Win Rate (Client),Avg Bid CPM,AVG% above Floor price needed to win Bid (CPM)
4/8/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"78,928",$552.74 ,$7.00 ,"329,374,600","263,057","265,063",0.08%,30.00%,$7.00 ,100.00%
4/8/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"649,087,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"310,293,800",0,0,0.00%,0.00%,$0.00 ,0.00%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"886,260,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,185,$3.51 ,$18.96 ,"629,477,200",537,616,0.00%,34.45%,$16.91 ,99.47%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"636,608","$11,574.08 ",$18.18 ,"629,477,200","3,080,662","3,290,463",0.49%,20.66%,$17.24 ,101.41%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"397,723","$2,503.13 ",$6.29 ,"886,260,700","1,785,526","2,187,963",0.20%,22.27%,$5.34 ,84.90%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"141,508","$1,032.06 ",$7.29 ,"886,260,700","539,283","543,248",0.06%,26.24%,$7.29 ,100.00%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,343,037,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"82,232",$575.92 ,$7.00 ,"310,293,800","275,947","280,590",0.09%,29.80%,$7.00 ,100.00%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"886,260,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/9/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"41,049","$1,441.91 ",$35.13 ,"629,477,200","134,044","134,064",0.02%,30.62%,$31.09 ,207.27%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"303,728,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"606,334,900",0,0,0.00%,0.00%,$0.00 ,0.00%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"1,153,454","$8,417.80 ",$7.30 ,"872,189,400","4,154,285","4,180,239",0.48%,27.77%,$7.29 ,100.00%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"20,398",$672.93 ,$32.99 ,"606,334,900","78,733","78,739",0.01%,25.91%,$28.67 ,191.13%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,467,000,200",0,0,0.00%,0.00%,$0.00 ,0.00%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"135,795",$951.28 ,$7.01 ,"303,728,600","473,284","493,854",0.16%,28.69%,$7.00 ,100.00%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"731,431","$16,178.86 ",$22.12 ,"606,334,900","2,480,939","2,487,538",0.41%,29.48%,$22.16 ,130.35%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"872,189,400",0,0,0.00%,0.00%,$0.00 ,0.00%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"165,752","$1,208.91 ",$7.29 ,"872,189,400","682,644","687,283",0.08%,24.28%,$7.29 ,100.00%
4/10/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"282,086","$1,775.47 ",$6.29 ,"872,189,400","1,291,387","1,597,583",0.15%,21.84%,$5.30 ,84.26%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"599,847,500",0,0,0.00%,0.00%,$0.00 ,0.00%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"1,065,999","$23,736.10 ",$22.27 ,"599,847,500","3,480,978","3,481,722",0.58%,30.62%,$22.32 ,131.29%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"208,182","$1,310.79 ",$6.30 ,"872,891,300","953,994","1,213,878",0.11%,21.82%,$5.18 ,82.35%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"699,695","$4,914.73 ",$7.02 ,"303,463,500","2,385,664","2,437,009",0.79%,29.33%,$7.02 ,100.29%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"1,256,685","$9,182.86 ",$7.31 ,"872,891,300","4,196,660","4,217,735",0.48%,29.94%,$7.31 ,100.27%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"843,845","$5,356.86 ",$6.35 ,"872,891,300","3,409,886","3,427,059",0.39%,24.75%,$6.36 ,101.11%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"171,346","$1,249.89 ",$7.29 ,"872,891,300","699,877","704,327",0.08%,24.48%,$7.29 ,100.00%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"179,348","$1,256.68 ",$7.01 ,"303,463,500","596,966","609,364",0.20%,30.04%,$7.00 ,100.00%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"12,329",$421.82 ,$34.21 ,"599,847,500","39,481","39,492",0.01%,31.23%,$30.33 ,202.20%
4/11/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,378,745,200",0,0,0.00%,0.00%,$0.00 ,0.00%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"926,155","$6,766.86 ",$7.31 ,"808,837,100","3,303,649","3,318,006",0.41%,28.03%,$7.31 ,100.27%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"150,986","$1,101.29 ",$7.29 ,"808,837,100","669,713","673,367",0.08%,22.54%,$7.29 ,100.00%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"825,222","$5,270.70 ",$6.39 ,"808,837,100","3,680,199","3,696,725",0.46%,22.42%,$6.42 ,102.07%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"606,308,300",0,0,0.00%,0.00%,$0.00 ,0.00%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,323,553,300",0,0,0.00%,0.00%,$0.00 ,0.00%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"2,058",$54.31 ,$26.39 ,"606,308,300","9,127","9,155",0.00%,22.55%,$22.59 ,150.60%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"184,208","$1,160.72 ",$6.30 ,"808,837,100","902,672","1,108,422",0.11%,20.41%,$5.34 ,84.90%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"1,052,724","$23,812.81 ",$22.62 ,"606,308,300","3,281,211","3,285,520",0.54%,32.08%,$22.67 ,133.35%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"811,834","$5,702.99 ",$7.02 ,"319,461,700","2,717,684","2,745,865",0.85%,29.87%,$7.03 ,100.43%
4/12/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"158,765","$1,112.36 ",$7.01 ,"319,461,700","525,665","529,358",0.16%,30.20%,$7.01 ,100.14%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"655,759,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"1,079,714","$24,509.35 ",$22.70 ,"655,759,600","3,088,740","3,091,293",0.47%,34.96%,$22.77 ,133.94%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"2,062",$56.04 ,$27.18 ,"655,759,600","10,242","10,252",0.00%,20.13%,$22.88 ,152.53%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"893,499","$5,737.34 ",$6.42 ,"875,976,500","3,927,438","3,946,714",0.45%,22.75%,$6.48 ,103.02%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,392,668,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"920,408","$6,732.69 ",$7.31 ,"875,976,500","3,258,249","3,273,883",0.37%,28.25%,$7.33 ,100.55%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"151,229","$1,103.38 ",$7.30 ,"875,976,500","687,029","691,373",0.08%,22.01%,$7.30 ,100.14%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"183,491","$1,157.74 ",$6.31 ,"875,976,500","904,480","1,107,694",0.10%,20.29%,$5.37 ,85.37%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"896,277","$6,303.38 ",$7.03 ,"350,749,400","2,820,843","2,858,776",0.80%,31.77%,$7.06 ,100.86%
4/13/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"159,294","$1,116.14 ",$7.01 ,"350,749,400","526,217","531,300",0.15%,30.27%,$7.01 ,100.14%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"154,451","$1,126.52 ",$7.29 ,"930,566,400","576,524","580,466",0.06%,26.79%,$7.29 ,100.00%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"876,259","$6,148.89 ",$7.02 ,"319,025,600","2,565,734","2,580,953",0.80%,34.15%,$7.03 ,100.43%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"1,104,935","$7,019.70 ",$6.35 ,"930,566,400","4,112,220","4,134,736",0.44%,26.87%,$6.40 ,101.75%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"5,926,315,500",0,0,0.00%,0.00%,$0.00 ,0.00%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"5,628",$153.44 ,$27.26 ,"625,015,400","22,230","22,246",0.00%,25.32%,$23.83 ,158.87%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"186,840","$1,176.91 ",$6.30 ,"930,566,400","771,229","948,522",0.08%,24.23%,$5.34 ,84.90%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"1,114,394","$8,138.79 ",$7.30 ,"930,566,400","3,380,747","3,401,117",0.36%,32.96%,$7.31 ,100.27%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"625,015,400",0,0,0.00%,0.00%,$0.00 ,0.00%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"159,937","$1,120.39 ",$7.01 ,"319,025,600","483,788","486,567",0.15%,33.06%,$7.01 ,100.14%
4/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"1,032,215","$23,169.66 ",$22.45 ,"625,015,400","3,170,799","3,171,282",0.51%,32.55%,$22.48 ,132.24%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"5,787,246,300",0,0,0.00%,0.00%,$0.00 ,0.00%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"914,854","$6,680.81 ",$7.30 ,"915,418,500","3,064,541","3,083,212",0.33%,29.85%,$7.31 ,100.27%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"160,036","$1,121.13 ",$7.01 ,"335,072,700","469,283","474,396",0.14%,34.10%,$7.01 ,100.14%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"810,413","$5,686.39 ",$7.02 ,"335,072,700","2,410,393","2,437,384",0.72%,33.62%,$7.02 ,100.29%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"623,684,900",0,0,0.00%,0.00%,$0.00 ,0.00%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"11,891",$323.28 ,$27.19 ,"623,684,900","44,611","44,700",0.01%,26.65%,$24.07 ,160.47%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"299,796","$2,186.98 ",$7.29 ,"915,418,500","1,110,938","1,116,814",0.12%,26.99%,$7.29 ,100.00%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"319,577","$2,014.38 ",$6.30 ,"915,418,500","1,361,794","1,572,917",0.15%,23.47%,$5.64 ,89.67%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"901,678","$5,734.59 ",$6.36 ,"915,418,500","3,749,314","3,769,659",0.41%,24.05%,$6.40 ,101.75%
4/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"920,217","$18,659.68 ",$20.28 ,"623,684,900","3,802,984","3,805,366",0.61%,24.20%,$20.26 ,119.18%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"609,129,400",0,0,0.00%,0.00%,$0.00 ,0.00%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"1,122,460","$45,055.56 ",$40.14 ,"609,129,400","3,720,208","3,721,066",0.61%,30.17%,$38.61 ,227.12%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"158,043","$1,107.44 ",$7.01 ,"323,065,100","451,564","454,356",0.14%,35.00%,$7.01 ,100.14%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$1.00 ,"1,328,585","$17,548.54 ",$13.21 ,"909,309,400","5,166,342","5,197,313",0.57%,25.72%,$9.65 ,153.42%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"9,279",$246.73 ,$26.59 ,"609,129,400","33,258","33,260",0.01%,27.90%,$23.72 ,158.13%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$1.00 ,"693,629","$13,820.10 ",$19.92 ,"909,309,400","1,865,052","1,869,920",0.21%,37.19%,$19.37 ,265.71%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"5,829,116,800",0,0,0.00%,0.00%,$0.00 ,0.00%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"963,147","$17,600.08 ",$18.27 ,"323,065,100","2,448,208","2,457,584",0.76%,39.34%,$13.78 ,196.86%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"297,107","$2,167.46 ",$7.30 ,"909,309,400","1,111,776","1,117,185",0.12%,26.72%,$7.29 ,100.00%
4/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"318,844","$2,008.39 ",$6.30 ,"909,309,400","1,364,070","1,556,893",0.15%,23.37%,$5.70 ,90.62%
4/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$1.00 ,"1,146,830","$66,817.12 ",$58.26 ,"598,292,300","2,688,543","2,688,926",0.45%,42.66%,$55.86 ,328.59%
4/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"598,292,300",0,0,0.00%,0.00%,$0.00 ,0.00%
4/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$1.00 ,"603,775","$27,160.94 ",$44.99 ,"297,161,700","887,060","887,682",0.30%,68.06%,$44.98 ,642.57%
4/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"114,427",$720.79 ,$6.30 ,"889,993,000","572,116","713,070",0.06%,20.00%,$5.27 ,83.78%
4/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"204,186","$1,431.49 ",$7.01 ,"297,161,700","672,771","674,894",0.23%,30.35%,$7.01 ,100.14%
